state,effect,jobs,jobs_per_year,labor_income,value_added,output
PA,Direct,1410.2803389085625,1410.2803389085625,59.1311281060468,59.1311281060468,100
PA,Indirect,102.51401462032614,102.51401462032614,7.554318159400403,12.082534051341232,24.387653051800985
PA,Induced,385.32671193073674,385.32671193073674,25.89202205582452,48.2800121409704,80.26770924604588
PA,Total,1898.1210654596255,1898.1210654596255,92.57746832127174,119.49367429835843,204.65536229784686
