state,bea,industry,output_type1,output_type2,direct_jobs,jobs_type1,jobs_type2,labor_type2,va_type2,jobs_multiplier,direct_jobs_se,jobs_type2_se,labor_type2_se,output_type2_se
AR,321,Wood products,1.3084491915225485,1.4607728959933297,1.72893682504014,2.42272126435352,3.118295498613779,0.22421062720588866,0.593192976270736,1.80359134784545,1.817944580929876,3.797910662260552,0.24811477054615882,1.4770128383687944
AR,327,Nonmetallic mineral products,1.4072019680508088,1.7329363812474174,3.5710023979462227,4.804220137649122,6.291660755106716,0.47945995890195175,0.8838945883753078,1.7618752534933093,3.7320313335612725,7.433784801446289,0.5217461349838359,1.7616646670961604
AR,331,Primary metals,1.3314331306104175,1.413001259816283,0.5401523116282548,0.8587182464844688,1.2311927028373506,0.1200630031471297,0.41606437553953357,2.2793435783436684,0.5423958648070331,1.4222436944608063,0.12487007647260912,1.4162670783268707
AR,332,Fabricated metal products,1.419253005719125,1.6673448778719995,2.8894621037764794,3.6283265524681148,4.761218603632961,0.3651751672750941,0.7453511347018418,1.647787177208563,3.008592075127153,5.506418178055796,0.39308839102895554,1.6863085001538558
AR,333,Machinery,1.3995107776015911,1.6723085994905371,3.117316860379443,4.033370176029499,5.279080006469374,0.40154072511972805,0.7819201991424608,1.6934691733027096,3.1746005613921082,5.981192440326001,0.42564407388295655,1.688683877591849
AR,334,Computer and electronic products,1.1868630480887636,1.6166466032137417,5.524249005142179,6.086861201863885,8.049434054804523,0.6326135567155373,1.101809440286575,1.457109201144229,5.701833153619783,9.191847040561441,0.6630206875262761,1.637304530383117
AR,335,"Electrical equipment, appliances, and components",1.4009647374726346,1.701708351476334,3.199292866480497,4.0440106507519955,5.417332746259547,0.4426751211061133,0.8036685185108137,1.6932906652647552,3.240328177646147,6.110569827835008,0.46180404367532213,1.7147041152569737
AR,3361MV,"Motor vehicles, bodies and trailers, and parts",1.5630266078528259,1.8362673942081738,3.368463391229231,4.793189254668163,6.040921847557199,0.4021927401241347,0.6481172636610403,1.7933761320626154,3.368463391229231,6.790896833055244,0.4205078027731211,1.8487102396926829
AR,3364OT,Other transportation equipment,1.363383829335714,1.638133478664958,2.691956196748072,3.700701215256788,4.955323912422897,0.4044136886949497,0.8015438443840553,1.8407892069005474,2.691956196748072,5.627939342242841,0.4196791018123991,1.6485044602072003
AR,337,Furniture and related products,1.4924776452791881,1.8869491870919053,6.009994721752835,7.230410975945162,9.031734293199948,0.5806365602253871,0.8549546377193205,1.5027857279990775,6.493221440601844,10.641956657813605,0.6427309020776819,1.9291346994179162
AR,339,Miscellaneous manufacturing,1.376932711686187,1.8402658886689613,6.543910321883875,7.632221622811161,9.747996189264063,0.6819964271321366,1.0719556516305164,1.4896286333058717,8.07833331054597,13.075235418475705,0.8623593992193292,1.962800473224817
AR,311FT,Food and beverage and tobacco products,1.5916160437298768,1.8198388891041855,2.8547135776559647,4.105868579623051,5.148030280347596,0.33592924674374497,0.6635847277334513,1.8033438873313161,2.911945106320152,6.954448113700271,0.42120587942269816,1.8777739332915615
AR,313TT,Textile mills and textile product mills,1.460930207759666,1.8487063425341665,5.27069478309731,6.695085257421023,8.465834524235994,0.5707813547164826,0.8097436933255767,1.6062084549811606,5.70909902516399,10.100066509232038,0.6058275342936321,1.8725159360724681
AR,315AL,Apparel and leather and allied products,1.3633216575946516,1.8490057111339757,11.186390430010638,12.362171969666726,14.580010058667744,0.7148954697910381,1.0095920473147444,1.3033703901083917,14.471759930035024,19.307510873754175,0.7951306473214649,1.9035157030224639
AR,322,Paper products,1.3902742594635236,1.600532635622724,1.8590266333970324,2.7256366784057855,3.6857650412358494,0.30948671159050395,0.6583876825339797,1.9826316498224585,1.8608353992833615,4.201911125300903,0.3223617332928167,1.6092796384980035
AR,323,Printing and related support activities,1.425413265044212,1.8187888116854103,5.867425463460186,7.192191923383786,8.988510464757947,0.5790233263188568,0.9357387613709215,1.531934324642817,6.828993973172759,11.405907390480719,0.6847187803357166,1.8905959481365526
AR,324,Petroleum and coal products,1.3249676575498308,1.4617033511770583,0.4188025858515629,1.1299649527938709,1.7543577596865694,0.201266084855977,0.5469030875645073,4.188985022906163,0.43139794961878614,2.3415539274300543,0.23327607669990952,1.4834502264189262
AR,325,Chemical products,1.3370785325433154,1.5575025639578768,1.69621040097971,2.5793625722750995,3.5859116015048422,0.32444989771233607,0.8270610135349722,2.114072404834721,1.7760600910654494,4.44216539884107,0.35245960942267435,1.5765317380075057
AR,326,Plastics and rubber products,1.2389450111443294,1.4214742851110453,2.191869461328583,2.7936903576762337,3.627195952951683,0.26867126913502215,0.5461031781414556,1.6548412288901042,2.200689976539865,4.0842692455236485,0.28111625017775954,1.4299291279439759
AR,42,Wholesale trade,1.2465895395309883,1.5028517713467253,2.138307580759542,3.0687783955632866,4.238979752498173,0.377201407517032,0.8737703006322527,1.9823994408664338,2.3460911406491256,5.360595670805896,0.4024930594803831,1.5200343561655336
AR,441,Motor vehicle and parts dealers,1.170508697856627,1.4656159571637093,4.185321555453112,4.861525277646485,6.209109402063193,0.4343787720508299,0.9394866086437698,1.4835441721253797,5.023521976634701,8.16477856303561,0.5184408683642766,1.5227258724055308
AR,445,Food and beverage stores,1.2735983285981827,1.6491714924700378,10.426391112393528,11.362303434070498,13.077328792575866,0.5528193719156898,1.0435027279654512,1.2542526605424624,11.853182123287622,15.902600342001449,0.6364268973712383,1.7059725823993295
AR,452,General merchandise stores,1.1782943074030299,1.5350455392714244,11.510675592380615,12.115037928645744,13.744114412771443,0.525114707074559,0.9667463699079291,1.1940319490777094,12.290720702259053,15.442467839839537,0.5614554653912298,1.5597346407607553
AR,4A0,Other retail,1.2301589422917647,1.4883994822232036,4.991340710370116,5.85796325432484,7.037198399910623,0.38011334893133225,0.8989098090007307,1.4098813942494428,6.786693983287876,9.905132332210234,0.438659542230779,1.5281744614789603
AR,481,Air transportation,1.4944672714765233,1.7324954395079004,1.8083655981000712,3.449347063213006,4.536283999824581,0.35036204661908593,0.9240101821679577,2.5084993900517416,3.3438590165820505,7.77477431926437,0.41328022786894925,1.775240649964596
AR,482,Rail transportation,1.1514896761358957,1.3735962226017446,1.6988470203555541,2.082438025997501,3.096670128078556,0.32692645089388644,0.7853464950208343,1.8228069337464237,1.6988470203555541,3.622513195750148,0.33925003730447706,1.3819685926263972
AR,483,Water transportation,1.7931039227140735,2.105716552582243,1.1976649565766633,4.305693621208997,5.733214645570301,0.46014554372047356,0.958260717281472,4.786993736510244,2.951016789000309,9.97827253392629,0.5266173200038198,2.1508759963267834
AR,484,Truck transportation,1.177050291792597,1.4752521712516504,3.4286518278416707,4.107290693500354,5.469006157815952,0.4389338524806853,0.7586305725077694,1.5950893915229298,4.672191210231645,7.8512505367488155,0.5067499469448183,1.5213249148153696
AR,485,Transit and ground passenger transportation,1.636576125307145,2.0144482801975903,5.438679617970089,7.924394694934423,9.649918215383028,0.5562033377928972,1.0471680773465626,1.774312681243159,25.600026859704286,32.663905540601604,0.7360480354963145,2.1366307606848167
AR,486,Pipeline transportation,1.3793995648062627,1.8515601363836036,2.3500549943258218,3.8537419702278677,6.009826140868515,0.6949897802383936,1.183895806475332,2.557312980070324,2.501860463731708,7.856450420956981,0.7378229636319638,1.8806600468119963
AR,487OS,Other transportation and support activities,1.295018846523432,1.7059677541687355,5.898010928125734,7.117303421199191,8.993869335536608,0.6048901755169837,1.0015406170440215,1.5248987235082445,14.350106076785936,19.26974412375673,0.682992662822987,1.7590288438373702
AR,493,Warehousing and storage,1.2552390108419045,1.8373128946956532,11.80882425347243,12.875598844804076,15.53359352430013,0.8567750569908862,1.140320567551692,1.3154225341047325,12.019282540130195,17.289563310752783,0.8916321262906421,1.8609940109250724
AR,511,"Publishing industries, except internet (includes software)",1.3028563891683251,1.8151021180093363,4.166624778719498,5.444245410303967,7.783375303642541,0.7539925354757318,1.162466927381986,1.8680288523687403,5.111219350171498,10.487983598290812,0.8204095363059671,1.8602243485314887
AR,512,Motion picture and sound recording industries,1.3460022733496326,1.6093219258111355,4.8599860130351145,6.223504415968696,7.4259329300528005,0.38758947360917856,0.9231693026766873,1.527974136167364,10.090733381004576,15.425223457580522,0.5356556904267906,1.7099148144431353
AR,513,Broadcasting and telecommunications,1.3661510144652371,1.5530993201451757,1.5867209679922878,2.9175200088105604,3.771204765371349,0.2751757976029103,0.8379807581345663,2.376728386052108,1.8491194136735762,5.591124455807059,0.30898250065366745,1.57606684094831
AR,514,"Data processing, internet publishing, and other information services",1.373094123229573,1.6888920733727564,1.8579113917042664,3.4449466576893126,4.887013196938558,0.46483412885693454,0.998717943854612,2.6303801240250158,2.2644930082972037,6.871384355896646,0.5088010925630776,1.718762248883671
AR,521CI,"Federal Reserve banks, credit intermediation, and related activities",1.218080573389797,1.504847709939397,3.0185423123411357,3.8997312972672655,5.209230906074095,0.42210265152890575,0.9611044359682293,1.7257438747094767,3.0848086813794446,6.257664524149501,0.4434174401424402,1.519328502407114
AR,523,"Securities, commodity contracts, and investments",1.5548836331679723,2.037668062595677,2.2046462346199434,4.22291748136405,6.427514664571134,0.7106274109029839,1.0479228026232439,2.9154403838759944,4.100721788362264,10.491400498561214,0.7811774695397685,2.085598200502644
AR,524,Insurance carriers and related activities,1.2903662411980543,1.5878558049431373,2.4936214373805807,3.3846924080395295,4.743155138586482,0.43788536988532456,0.8568602471594626,1.9021151596967818,3.463620185056552,6.695219122607875,0.46227613121843425,1.6044263447405676
AR,525,"Funds, trusts, and other financial vehicles",2.295586611227138,2.718134006103681,0.40111664046402506,4.135537687085396,6.065067182517916,0.6219623975049572,1.01118656904893,15.120457669124983,0.40111664046402506,9.250879273245335,0.6787179157479658,2.7566924406242515
AR,HS,Housing,1.0822689253948157,1.1083013975488678,0,0.28945848413021763,0.40833372385319333,0.03831811292706112,0.9659114607555602,NA,0,0.6242515756678333,0.044144458896606606,1.1122596871833497
AR,ORE,Other real estate,1.486642289679179,1.6573152300731588,1.0920867984039282,3.2102099036519696,3.989574482762913,0.2512195140326826,0.7789919614135485,3.653166111515704,4.3910714398242545,9.309325816876665,0.40267822911912743,1.7602129064405088
AR,532RL,Rental and leasing services and lessors of intangible assets,1.3564490039574588,1.5115998724498547,1.0570519417248496,2.492300859064955,3.200785115808553,0.2283720295345842,0.8249008512841286,3.0280301179766593,1.5179197026658324,4.817387833897089,0.26371255692262924,1.5356094393324928
AR,5411,Legal services,1.2135504064257259,1.614102431557659,4.927777586853242,5.740183732015604,7.569273098838246,0.5895866378476005,1.1657473451961804,1.5360419510475103,6.862887581608077,11.14089144021924,0.709665091489332,1.6956810574853034
AR,5415,Computer systems design and related services,1.312102247598588,1.907331244013452,5.168912273211762,6.682715326903185,9.400781794819153,0.8761385306441746,1.226901625930352,1.8187156790296752,6.419650042290922,12.721461977639004,0.9536376452014836,1.959982415680415
AR,5412OP,"Miscellaneous professional, scientific, and technical services",1.3359834933781527,1.7792407049210823,4.85416964365688,6.154095428837659,8.178194675704738,0.652445906294493,1.0870024790009107,1.6847772690415717,9.411843028056012,14.874457691061465,0.8298122666234512,1.8997394582161131
AR,55,Management of companies and enterprises,1.0957916450959773,1.6013348399198606,3.314175475991125,3.644850841690169,5.953374139799428,0.7441268395154736,0.9975729497828058,1.7963364290537558,3.314175475991125,6.995437402380652,0.76773888938748025,1.617376340501143
AR,561,Administrative and support services,1.2639665064303365,1.7033815014813216,8.389125279235525,9.537219185512816,11.54377325250436,0.6467904124728782,1.017339525738728,1.3760401553517279,14.255178715736498,19.007908854797563,0.7325076261660266,1.7616158665931252
AR,562,Waste management and remediation services,1.3271005872216495,1.6204308466356385,3.1120001263437187,4.213325952032633,5.552795545987961,0.4317631433017819,0.8407457194078864,1.7843172623877517,3.4359529813455234,6.907696033059446,0.4651334052933092,1.6431018591075057
AR,61,Educational services,1.3805946380717533,1.914757577938096,9.114158877401698,10.304900380013327,12.744113496308108,0.786253250560533,1.1736368945733366,1.3982764254753977,15.329049732054518,21.038400314119244,0.8777703787174431,1.9769322757082732
AR,621,Ambulatory health care services,1.1956244867335672,1.6901085710606494,5.981620278378516,6.758166055823359,9.016188794337262,0.7278485451459797,1.0827267621387588,1.5073154721852973,8.164451406626014,12.713976564454711,0.8444609155094257,1.7693324172370728
AR,622,Hospitals,1.2690350157674128,1.7159204643766168,5.594655857671823,6.709840711750076,8.75050801824948,0.6577864362606415,0.9674433950065973,1.5640833396839073,5.594655857671823,10.154153273252245,0.6889405734905589,1.7370858910630809
AR,623,Nursing and residential care facilities,1.2457824574800098,1.7674929251007472,11.735542913535369,12.678016965696054,15.060366845392336,0.7679240179427256,1.0587484358752544,1.2833123236269053,12.483196917974205,17.27058821390568,0.8178809619047024,1.8014325597343002
AR,624,Social assistance,1.2861720774864918,1.8196053975889095,15.125198135713056,16.06865610145405,18.504537466394996,0.7851792975244007,1.0435312971792707,1.223424466929975,18.60092161009423,23.461483940981392,0.8529454460942322,1.8656442090248873
AR,711AS,"Performing arts, spectator sports, museums, and related activities",1.3616534431521832,1.6635465930106315,4.659776480255996,6.052137694686694,7.430709055400207,0.4443671634306131,0.9875419929807118,1.594649246993921,23.52593101123546,28.377847774266023,0.478807324062076,1.686944470779984
AR,713,"Amusements, gambling, and recreation industries",1.3992207149884777,1.7591175471047944,8.478112784284885,9.778048650003996,11.421489270633206,0.5297448269037478,0.963375882118396,1.347173546901168,10.240442087042045,14.727644123212334,0.5670752082732938,1.7844789764463873
AR,721,Accommodation,1.358828203057217,1.685268168243696,8.204630988013161,9.67037936412341,11.161041829334708,0.4804984857335086,1.0471439186402476,1.3603344069514909,9.509927447454288,13.561931898759523,0.5097507415662019,1.70514149908484
AR,722,Food services and drinking places,1.4000612014593683,1.775678301370646,11.669085318884418,12.90440580944882,14.619631798427863,0.5528840429200502,0.941214768117026,1.252851564532525,12.595312123395338,16.81036880080714,0.5878933233641839,1.7994628264601285
AR,81,"Other services, except government",1.2210633435964158,1.5932211331359662,3.8954707624987464,4.6088891247199975,6.3083184445513005,0.5477921621071489,0.9189808253140201,1.6193982265970943,11.226771671908233,15.427221315985626,0.7403256949641713,1.7240241255057163
AR,GFGD,Federal general government (defense),1.2786712334040446,1.7663240402141809,1.7922948453878795,2.7421420546666724,4.968970300869761,0.71779334709251,1.0703330103430206,2.7724067352291026,1.7922948453878795,6.176184342546151,0.746569555426072,1.7858739549912628
AR,GFGN,Federal general government (nondefense),1.2647787364260221,1.7531297483004722,3.7391998882303437,4.792225847670349,7.02224239246855,0.7188210597254976,1.12103346002278,1.8780066865566731,3.7391998882303437,8.497096901961726,0.751699147939829,1.7754663888742717
AR,GFE,Federal government enterprises,1.2674561053215405,1.8589253031930342,8.906905513529832,9.698975921109811,12.399873564240018,0.8706043507047789,1.127845388073212,1.3921640400702884,8.906905513529832,13.749054883531336,0.9002716038862404,1.8790805739863459
AR,GSLG,State and local general government,1.2282539157337546,1.7027029322547567,7.419376679903322,8.205368076926614,10.371902251687533,0.6983582229763579,1.0251081120159853,1.397947927321394,7.419376679903322,11.559404280856045,0.7268972959416123,1.7220917425462405
AR,GSLE,State and local government enterprises,1.425516597138279,1.7575442507036976,1.4827023943206994,2.9452772178527113,4.461455423237012,0.4887232011212143,0.7738957205746704,3.0090026429619607,1.4827023943206994,5.907594743273688,0.5272627813108914,1.7837271827814434
CA,111CA,Farms,1.6365279077931858,1.972242607468783,2.31906686609178,4.035836760785665,5.063494015583012,0.3901808536317991,0.9164269726857882,2.183418723116118,3.017323548092412,7.190120323897632,0.561292531046276,2.1194684512268585
CA,113FF,"Forestry, fishing, and related activities",1.1362938738631212,1.8711349978853593,10.27308657108445,11.265556659455042,13.514980985987696,0.8540613125722804,1.3183397068224008,1.31557160474323,11.393388750464542,15.908345060191715,0.9615067646637537,1.9635819166530244
CA,211,Oil and gas extraction,1.5168782747430718,1.8082112689641716,0.31277987985090755,1.377712248415368,2.269512534081887,0.33859868658161063,0.9987536178189277,7.255941575154044,0.58281478839857,3.4027538547246743,0.41260099344367174,1.8718834404514524
CA,212,"Mining, except oil and gas",1.450631990221444,1.785014317070194,1.237472376717266,2.1640885342281764,3.1876672586456327,0.38863231742699056,1.053029363123356,2.5759502342200093,1.3380536323493935,4.164371019311656,0.44213679577424564,1.8310499944040655
CA,213,Support activities for mining,1.3960022485671582,1.9679059816221747,3.12061120909081,3.9104300515244463,5.661086251230906,0.664689055838924,1.2413402388379917,1.8140953396370911,3.3852647283844086,7.180208630891114,0.7570791027206654,2.047399110393653
CA,22,Utilities,1.2759304365436996,1.5490359377698073,0.783076325403449,1.3666855515210772,2.2026896047581834,0.3174139759233478,1.01642053148582,2.812867064552533,0.8121475187835102,3.1558126533005906,0.4046444405383535,1.6240897210557115
CA,23,Construction,1.4420947038738385,1.9537317759963346,3.1815973440559544,4.237631202476195,5.803804949106985,0.5946447675461808,1.0671228366439978,1.824179593294542,4.659261895037801,8.747929162933804,0.7379188923024732,2.0770059687613966
CA,321,Wood products,1.6196664002135799,2.0763084672691363,2.6518714633315246,4.7443031854820665,6.142131560315702,0.5307274054430627,0.9853707513355406,2.3161498003373784,2.9942922321808636,7.806704057458555,0.6141323513507381,2.148070743931941
CA,327,Nonmetallic mineral products,1.5400702765590943,2.0061489990458545,2.697810667711476,3.970420407441985,5.397135355977251,0.5416950582599793,1.0488058049007987,2.000561203412982,2.868800154429362,6.7970594452222635,0.6048509966846543,2.060488869143576
CA,331,Primary metals,1.5739125880766185,1.8954080487848293,1.28329625160678,2.516205776341921,3.5003364769054195,0.37365469375959326,0.7583344238954803,2.7276137310638475,1.330879350985817,4.546331140721599,0.4239859193334555,1.9387134342760877
CA,332,Fabricated metal products,1.4731916717399063,1.9863682526674793,3.6014475330452025,4.669409658717835,6.240296000280843,0.5964340453475936,0.985329739417426,1.732718842360689,3.8046773094248985,7.624232857717304,0.6675539465319402,2.0475603794590005
CA,333,Machinery,1.499124480018553,2.0073730481075267,2.166096165663188,3.297307439090681,4.853108626056,0.5907065146260297,1.0063306297680037,2.2404862272447335,2.245014640526031,5.989234136036967,0.6455480999623759,2.0545591828949066
CA,334,Computer and electronic products,1.0885269963741715,1.5822024562744759,1.7045488973745384,1.8845427255632086,3.395734128180377,0.573769073999755,1.0978914732423093,1.9921599981148774,1.7163647157202435,4.06993608002573,0.60302864950965,1.6073776270023785
CA,335,"Electrical equipment, appliances, and components",1.4506999233930356,1.9280982846883497,2.186497144676001,3.1883304197908795,4.649695947983622,0.5548511885616686,0.9730376466963071,2.1265502035094683,2.287716564108741,5.73864710910226,0.6086731648378375,1.9744071397572667
CA,3361MV,"Motor vehicles, bodies and trailers, and parts",1.6531010214795674,1.966711213431566,1.0258092440180155,2.38861221621179,3.3486052973884135,0.3644901236725873,0.737188444527404,3.2643547686041368,1.0258092440180155,4.201879979833039,0.40356672947573463,2.000333034849602
CA,3364OT,Other transportation equipment,1.4761912522627734,2.0143844001892317,2.0264066936171155,3.094316586010702,4.741781214408839,0.6255092853534547,1.0370729045390723,2.339994843752123,2.0264066936171155,5.715300796776628,0.6675398374768857,2.050547820439044
CA,337,Furniture and related products,1.5631876240503015,2.055857790382033,3.6204440418866843,4.956082779507417,6.464196875024415,0.5726006821982758,0.9847058145342827,1.7854707323844716,4.101973837111132,8.302649177827908,0.6719861288827553,2.141369816600753
CA,339,Miscellaneous manufacturing,1.2991620842989373,1.8595448257033322,3.008812845629476,3.68737178349708,5.402761041768855,0.6512989053293738,1.1062463751382745,1.7956454319240116,3.521962533419484,7.081955864680471,0.7422596302036952,1.9378081544884862
CA,311FT,Food and beverage and tobacco products,1.899430865494491,2.314942961371515,1.996689656280049,4.150744846942946,5.422670146004002,0.48292453211103953,0.9615622823970241,2.7158302387897164,2.1324558392235247,7.0204455319524035,0.5755207641593574,2.394613493494877
CA,313TT,Textile mills and textile product mills,1.64726781947118,2.1597884749294765,4.02259209614408,5.432007479049931,7.000885965229306,0.5956717029188385,0.98817075872859,1.7403917170572967,4.3740490181828235,8.583207557382021,0.6700667720734308,2.22379858220693
CA,315AL,Apparel and leather and allied products,1.19256069169574,1.6059498538969423,3.9815121671124634,4.464598347924596,5.73002512846525,0.4804571749335434,0.8773448724710831,1.439158010314677,4.9859520840694405,7.686442939797063,0.578906346771168,1.690656301814985
CA,322,Paper products,1.6158011545302338,2.042550046237702,2.088553698987672,3.6515978666866378,4.957920154521175,0.4959843790389406,0.9470261367359373,2.3738533306202725,2.1124326751501656,6.090134195187041,0.548979493306089,2.0881474626789993
CA,323,Printing and related support activities,1.5757299230549455,2.15430311295926,4.7376680284991,6.1742774537834,7.945349547471743,0.6724405614156348,1.145459068297118,1.6770591564620116,5.890704582534775,10.816929403706947,0.8259009097348616,2.286341613230517
CA,324,Petroleum and coal products,1.2473942518039753,1.338811799673909,0.10835530406520107,0.4938694673098608,0.7737079920307084,0.10624907666922034,0.4729796244065632,7.140471790519291,0.11012380766579813,1.0834335369114612,0.12110963709646949,1.3515979436745906
CA,325,Chemical products,1.4383238222923158,1.654908440418708,0.5859263892502367,1.3293204291870389,1.9923082408919661,0.2517231782395384,0.8813571972521944,3.4002705415630183,0.6102827880379623,2.6141159858929273,0.2819078426680917,1.6808795649859904
CA,326,Plastics and rubber products,1.7124209220716222,2.115031952260335,2.1312471094086853,3.5215337371293005,4.753967546058945,0.46793040516965606,0.9464402518341735,2.230603633465072,2.170215865975036,5.841452915016072,0.5193708880261955,2.159291751511396
CA,42,Wholesale trade,1.4940783195600185,1.9446211428600295,1.9282872763012089,3.2848609137048324,4.664018875535338,0.5236386239945701,1.135494034025223,2.4187365300059125,2.20758417055927,6.480681261100943,0.609063438955394,2.018121330868945
CA,441,Motor vehicle and parts dealers,1.4222873486514667,1.902926305372646,3.0193611141126557,4.146018835811468,5.617304160195654,0.5586175362692932,1.1938192204320561,1.8604280666993005,3.607177460298588,7.676981886585904,0.6580757466198967,1.9885009380265428
CA,445,Food and beverage stores,1.3692984917782258,1.9019413340695552,7.521773289861979,8.444378355343648,10.074852926833962,0.6190585014207737,1.1917879706288552,1.3394252310705885,8.265729650699184,12.252479540887716,0.722667758776298,1.9910875604744669
CA,452,General merchandise stores,1.4506820506231441,2.01182618318104,8.303994285819465,9.411523938089916,11.129243893061561,0.6521838241324753,1.2390414042013522,1.3402277879774926,9.497432891261036,13.841909621522648,0.760548288736129,2.10506382759978
CA,4A0,Other retail,1.4811721567576122,1.9083020711442606,3.600836840969411,4.8586926743034775,6.166181311782157,0.4964272186118233,1.1400336218339855,1.712430077815497,4.986938297641768,9.131056611362988,0.6091456624600448,2.0052859138217785
CA,481,Air transportation,1.4747295589554763,1.8642194173659603,1.4875443609970258,2.6582492100329467,3.8505177614318042,0.45268046225673947,1.0076175844401538,2.5885061732552277,1.6124640250502549,5.402806710132385,0.5009983064363266,1.9057924735442353
CA,482,Rail transportation,1.573943088266744,2.171591877897059,1.6988470203555541,2.9129057074190383,4.742370175546087,0.69461097513842,1.2476160014103832,2.7915227908829308,1.6988470203555541,6.1318391814184485,0.7525739192680116,2.2214636545351336
CA,483,Water transportation,1.8606029299810574,2.3027933600743524,0.8477742923571954,3.252680203497193,4.606270629911186,0.5139311434629958,1.0766077908105556,5.433369083537168,1.1065771634436847,6.874371829956984,0.5951431846271708,2.372668844111305
CA,484,Truck transportation,1.6387184672546662,2.1032959009861227,2.5464262482738667,4.405264345226885,5.827383694336728,0.5399502013065636,1.1115050902392447,2.2884557125056766,5.302122585619605,11.28976787198179,0.7643893514437436,2.2964051250354696
CA,485,Transit and ground passenger transportation,1.2633833072586749,1.6457584364334963,1.1598303567077173,1.9047723410620456,3.0752619738671894,0.4444114435655339,0.8478217619252337,2.6514756714909558,11.918303747177148,15.485254509441607,0.6768391693514128,1.8457410943014851
CA,486,Pipeline transportation,1.4346754198062404,1.9425867934346552,1.787415603569639,2.9581260508471927,4.5128950508573205,0.5903146139359862,1.2388080933140975,2.524815740583578,2.007603568013757,6.043163914769904,0.6471375375447778,1.991477687378971
CA,487OS,Other transportation and support activities,1.4157184161571201,2.019849316343674,4.460270653168385,5.713853985409325,7.563160861229439,0.7021447394704955,1.1844453879694612,1.6956730766678687,10.796926457502662,16.130662769742173,0.8417288123273748,2.139948559201101
CA,493,Warehousing and storage,1.3578792122355234,2.186206909223911,8.939967982065344,10.065086608827082,12.60068295888935,0.9627150917433785,1.3461844376507035,1.4094774147030327,9.151987931995466,14.5283379298346,1.0356999318053546,2.2490036442102976
CA,511,"Publishing industries, except internet (includes software)",1.2788008022481285,1.6512803189349607,1.0135434524404179,1.5894762344596207,2.729674378766431,0.432910372770886,1.0752388470235843,2.693199163976541,1.0961685505454857,3.6421759899512276,0.48043881055907245,1.6921741635959509
CA,512,Motion picture and sound recording industries,1.307884007633661,1.61342833859151,1.3133608100665792,1.8101512445653591,2.74545389492428,0.3551156621699647,0.9241542420843584,2.0904033940110507,2.020462044618382,4.753477652381418,0.5110526256809486,1.7475977382074515
CA,513,Broadcasting and telecommunications,1.5229542257994735,1.843995238827339,0.9512565836226453,1.982993103518117,2.965732692950396,0.3731265167568596,1.012426681874618,3.11770004435194,1.0429525710956222,4.438248513151664,0.45089660637710444,1.9109092404693624
CA,514,"Data processing, internet publishing, and other information services",1.210468945640613,1.6000309514834243,0.5208422322139625,0.9978735663409918,2.1903629684571957,0.45276431484573987,0.9561212648328723,4.205425046172892,0.6005586953642555,3.1022298011611817,0.4977126859005887,1.6387048862732276
CA,521CI,"Federal Reserve banks, credit intermediation, and related activities",1.420830323284291,1.9155894148802362,1.6699614262513809,2.653719714512584,4.168228225301151,0.5750285134596164,1.1992179107418552,2.4960026978932768,1.7666910775780913,5.558830292520655,0.6390928946430237,1.9707109163293717
CA,523,"Securities, commodity contracts, and investments",1.5999762877874542,2.2265396208495094,1.0148390337206639,2.3307625853497527,4.248737447437791,0.7282165969639555,1.1537317967444325,4.1866121682970885,1.670787184823984,6.985804554609235,0.9090212161970954,2.3821053485904544
CA,524,Insurance carriers and related activities,1.348228570788103,1.906011320350527,2.242229696600579,3.0766127020979406,4.784043117693493,0.6482770923515222,1.05017256043779,2.133609738978362,3.232780309961913,7.194043492048481,0.7601184752289023,2.0022405328157165
CA,525,"Funds, trusts, and other financial vehicles",1.980617999228385,2.3975048048654353,0.15411073257281574,1.7389377760115876,3.0150712031632403,0.48452227396798314,0.8405755314801101,19.56431685728734,0.15411073257281574,4.699438466594142,0.5869118247610899,2.4856015860746545
CA,HS,Housing,1.0852958869863427,1.1255904070531395,0,0.20631150724594335,0.32965718116262377,0.04683187912694744,0.9761902784967487,NA,0,0.49684397778844713,0.05444726589221149,1.132142746197968
CA,ORE,Other real estate,1.657688007652206,1.963154316841663,0.8274439291009501,2.6671196075220776,3.602183425216249,0.3550249821960997,0.9518223416950834,4.353386735376935,2.8217849880430066,7.873005128535376,0.6166567808214486,2.1882643904999175
CA,532RL,Rental and leasing services and lessors of intangible assets,1.566778413351491,1.8622656071535846,0.8642077785215962,2.4703401071937696,3.3748568254186777,0.34342686104116066,1.028660499610936,3.9051451621878006,1.250187291336004,5.230462499133572,0.4212314402640928,1.9292092839231814
CA,5411,Legal services,1.2257191608174771,1.7469577071654259,2.318193184873046,2.8590016996422016,4.454566547270563,0.6058039792608619,1.2497240017049493,1.921568304288891,3.4488704041624665,7.065135697953687,0.7736463189257844,1.891370586805675
CA,5415,Computer systems design and related services,1.2590894811400095,2.0320446990681527,2.4747815103305957,3.2198402041699987,5.5859356956837525,0.8983590144899475,1.3096228833068229,2.257142972972006,3.067415570599468,7.729729152740915,0.9896316432684483,2.1105763924451217
CA,5412OP,"Miscellaneous professional, scientific, and technical services",1.3605675952193104,1.9581890654257423,2.661249194858197,3.54903675832031,5.378417598878545,0.6945792234273971,1.2034614442661835,2.021012391199664,5.164096615526461,9.765781722481295,0.897429398184344,2.1327229639084546
