state,bea,industry,effect,output,jobs,jobs_per_year,labor_income,value_added
PA,311FT,Food and beverage and tobacco products,Induced,3.494031492293292,7.072717315120531,7.072717315120531,0.504632391539266,0.9166753943011297
PA,313TT,Textile mills and textile product mills,Direct,0,0,0,0,0
PA,313TT,Textile mills and textile product mills,Indirect,0.08203142125044699,0.30988025777686995,0.30988025777686995,0.021073311412741814,0.021073311412741814
PA,313TT,Textile mills and textile product mills,Induced,0.09225214390260478,0.348489855438806,0.348489855438806,0.023698945200733897,0.023698945200733897
PA,315AL,Apparel and leather and allied products,Direct,0,0,0,0,0
PA,315AL,Apparel and leather and allied products,Indirect,0.0032262854124976343,0.021526611453846253,0.021526611453846253,0.0013104992843176262,0.0013104992843176262
PA,315AL,Apparel and leather and allied products,Induced,0.07664372845079155,0.51138679682311,0.51138679682311,0.03113225844592584,0.03113225844592584
PA,322,Paper products,Direct,0,0,0,0,0
PA,322,Paper products,Indirect,0.41900569060251935,0.7981789593238484,0.7981789593238484,0.07433066927288923,0.16228930904475286
PA,322,Paper products,Induced,0.3517633317683697,0.6700865796725262,0.6700865796725262,0.06240202570615657,0.13624499461541595
PA,323,Printing and related support activities,Direct,0,0,0,0,0
PA,323,Printing and related support activities,Indirect,0.3237360323080483,1.4158195084788017,1.4158195084788017,0.10515512190250585,0.15562977148092036
PA,323,Printing and related support activities,Induced,0.14302596783346938,0.6255063856623823,0.6255063856623823,0.04645733431501764,0.06875693919847589
PA,324,Petroleum and coal products,Direct,0,0,0,0,0
PA,324,Petroleum and coal products,Indirect,0.12721314933968178,0.03999937047822407,0.03999937047822407,0.0060363971869765295,0.045023434704767766
PA,324,Petroleum and coal products,Induced,0.722089025510208,0.2270449760859199,0.2270449760859199,0.034263880620529465,0.2555626384523998
PA,325,Chemical products,Direct,0,0,0,0,0
PA,325,Chemical products,Indirect,0.238342658016992,0.3739723314471421,0.3739723314471421,0.05595000114923798,0.206231418098566
PA,325,Chemical products,Induced,1.1091252939760237,1.7402766903171805,1.7402766903171805,0.2603627986232467,0.959695944187033
PA,326,Plastics and rubber products,Direct,0,0,0,0,0
PA,326,Plastics and rubber products,Indirect,0.4820520785827705,1.195064043012916,1.195064043012916,0.09591181511259912,0.15987141420359022
PA,326,Plastics and rubber products,Induced,0.48199923133104267,1.1949330284335418,1.1949330284335418,0.09590130032371608,0.1598538875394685
PA,42,Wholesale trade,Direct,0,0,0,0,0
PA,42,Wholesale trade,Indirect,1.3533851757552753,3.296789821275624,3.296789821275624,0.3708991643888877,0.76169361816135694
PA,42,Wholesale trade,Induced,4.4402724015868795,10.816318310176108,10.816318310176108,1.2168696339447798,2.499013002192288
PA,441,Motor vehicle and parts dealers,Direct,0,0,0,0,0
PA,441,Motor vehicle and parts dealers,Indirect,0.030421423315872033,0.134178486434003,0.134178486434003,0.009780731908487736,0.01889996564318462
PA,441,Motor vehicle and parts dealers,Induced,1.8062179540367256,7.966609212400761,7.966609212400761,0.5807135778395132,1.1221518770157772
PA,445,Food and beverage stores,Direct,0,0,0,0,0
PA,445,Food and beverage stores,Indirect,0.03909664135193146,0.4178018736313848,0.4178018736313848,0.01568954162239808,0.02501141229371126
PA,445,Food and beverage stores,Induced,1.3278311616174807,14.189718809759468,14.189718809759468,0.5328606641727668,0.849457433969879
PA,452,General merchandise stores,Direct,0,0,0,0,0
PA,452,General merchandise stores,Indirect,0.01594579023920798,0.18298134390777968,0.18298134390777968,0.00594176328502734,0.009434966541103741
PA,452,General merchandise stores,Induced,1.1587522641351113,13.296929369250035,13.296929369250035,0.43177738802503424,0.6856222662870051
PA,4A0,Other retail,Direct,0,0,0,0,0
PA,4A0,Other retail,Indirect,0.09954371948131806,0.4461355568346211,0.4461355568346211,0.019358364048558202,0.04109203064712434
PA,4A0,Other retail,Induced,5.326256360427618,23.87124330480015,23.87124330480015,1.0358022603370498,2.1986991317740405
PA,481,Air transportation,Direct,0,0,0,0,0
PA,481,Air transportation,Indirect,0.0368773204784297,0.12408733834297271,0.12408733834297271,0.015494842589738841,0.029242409815535202
PA,481,Air transportation,Induced,0.3026731096687218,1.018455247819612,1.018455247819612,0.12717497176094472,0.24000906243316297
PA,482,Rail transportation,Direct,0,0,0,0,0
PA,482,Rail transportation,Indirect,0.052397040035872915,0.08901455534039338,0.08901455534039338,0.020419417605185324,0.030299522808249196
PA,482,Rail transportation,Induced,0.09145006886059609,0.15535967699513392,0.15535967699513392,0.0356385999058154,0.05288263316707464
PA,483,Water transportation,Direct,0,0,0,0,0
PA,483,Water transportation,Indirect,0.0024999978755564796,0.006789146534029761,0.006789146534029761,8.099061092683458e-4,0.001591066907778685
PA,483,Water transportation,Induced,0.023526331502114375,0.06388953908229292,0.06388953908229292,0.0076216543216035635,0.0149727997293251
PA,484,Truck transportation,Direct,0,0,0,0,0
PA,484,Truck transportation,Indirect,0.34849552744007045,1.8495295430840715,1.8495295430840715,0.1392230325615316,0.18263961420812594
PA,484,Truck transportation,Induced,0.896943333394917,4.7602424219676225,4.7602424219676225,0.3583264664209028,0.4700702634009248
PA,485,Transit and ground passenger transportation,Direct,0,0,0,0,0
PA,485,Transit and ground passenger transportation,Indirect,0.11582710605654906,2.1327400223056414,2.1327400223056414,0.04553758309098058,0.051007823589818625
PA,485,Transit and ground passenger transportation,Induced,0.3571131967230924,6.575573137198166,6.575573137198166,0.14039953532745653,0.15726514768619443
PA,486,Pipeline transportation,Direct,0,0,0,0,0
PA,486,Pipeline transportation,Indirect,0.02755819158621085,0.013734691313618826,0.013734691313618826,0.0021878688483874214,0.02701783488844201
PA,486,Pipeline transportation,Induced,0.11751401873720645,0.058567659177823105,0.058567659177823105,0.009329540366959209,0.11520982229137887
PA,487OS,Other transportation and support activities,Direct,0,0,0,0,0
PA,487OS,Other transportation and support activities,Indirect,0.24810899732159486,3.661663541515831,3.661663541515831,0.11186713200494723,0.13685517421160226
PA,487OS,Other transportation and support activities,Induced,0.39782649876408893,5.871237246931426,5.871237246931426,0.17937160656299508,0.21943829277493285
PA,493,Warehousing and storage,Direct,0,0,0,0,0
PA,493,Warehousing and storage,Indirect,0.15123544665521033,1.5908947888677867,1.5908947888677867,0.09610459077330162,0.1008044817287186
PA,493,Warehousing and storage,Induced,0.46817467308945876,4.924881462452039,4.924881462452039,0.29750786844478555,0.3120571686272018
PA,511,"Publishing industries, except internet (includes software)",Direct,0,0,0,0,0
PA,511,"Publishing industries, except internet (includes software)",Indirect,0.13150814204479966,0.34037128262493926,0.34037128262493926,0.05517596808861593,0.10245134761250803
PA,511,"Publishing industries, except internet (includes software)",Induced,0.4858116907352118,1.2573848715268439,1.2573848715268439,0.20382867500288418,0.3784713374231844
PA,512,Motion picture and sound recording industries,Direct,0,0,0,0,0
PA,512,Motion picture and sound recording industries,Indirect,0.049428535739156426,0.4900612096398,0.4900612096398,0.028962121373753556,0.04459432023701392
PA,512,Motion picture and sound recording industries,Induced,0.02519499119365841,0.24979675559045944,0.24979675559045944,0.014762735372379864,0.022730867683152692
PA,513,Broadcasting and telecommunications,Direct,0,0,0,0,0
PA,513,Broadcasting and telecommunications,Indirect,0.16912744569509763,0.3072845723430886,0.3072845723430886,0.03319881131257934,0.16581122126970355
PA,513,Broadcasting and telecommunications,Induced,1.2257578538124267,2.227057095061724,2.227057095061724,0.24060969842229765,1.2017233860906145
PA,514,"Data processing, internet publishing, and other information services",Direct,0,0,0,0,0
PA,514,"Data processing, internet publishing, and other information services",Indirect,0.19413819206445077,0.4094221975263432,0.4094221975263432,0.06138054926846529,0.1281187321328619
PA,514,"Data processing, internet publishing, and other information services",Induced,0.47065601175862243,0.9925765588114023,0.9925765588114023,0.14880701324682563,0.31060272507949116
PA,521CI,"Federal Reserve banks, credit intermediation, and related activities",Direct,0,0,0,0,0
PA,521CI,"Federal Reserve banks, credit intermediation, and related activities",Indirect,0.3475040511109115,0.9058827155918602,0.9058827155918602,0.10092655941024617,0.2091543382760977
PA,521CI,"Federal Reserve banks, credit intermediation, and related activities",Induced,2.123910460822176,5.5366657446806915,5.5366657446806915,0.6168531693974312,1.278330671457877
PA,523,"Securities, commodity contracts, and investments",Direct,0,0,0,0,0
PA,523,"Securities, commodity contracts, and investments",Indirect,0.5988100926271915,1.2180730497327876,1.2180730497327876,0.21846372534201855,0.24111523743933858
PA,523,"Securities, commodity contracts, and investments",Induced,1.7591336952472112,3.5783520876484607,3.5783520876484607,0.6417842737958652,0.7083279721558451
PA,524,Insurance carriers and related activities,Direct,0,0,0,0,0
PA,524,Insurance carriers and related activities,Indirect,4.039372959301214,7.181220734243386,7.181220734243386,0.8466780809124107,1.4465069945966227
PA,524,Insurance carriers and related activities,Induced,4.803048158924075,8.538886944572194,8.538886944572194,1.006749225362747,1.7199805086752882
PA,525,"Funds, trusts, and other financial vehicles",Direct,0,0,0,0,0
PA,525,"Funds, trusts, and other financial vehicles",Indirect,3.4005372743772756e-4,6.672696459003514e-5,6.672696459003514e-5,9.316136110397911e-6,3.106255248156808e-5
PA,525,"Funds, trusts, and other financial vehicles",Induced,0.11109537952816238,0.021799665340382787,0.021799665340382787,0.003043576921562212,0.010148120072247161
PA,HS,Housing,Direct,0,0,0,0,0
PA,HS,Housing,Indirect,0.0032412782781299017,0,0,2.2186620081093362e-5,0.0029240851639307044
PA,HS,Housing,Induced,10.510057418750284,0,0,0.07194157087765606,9.481537940629691
PA,ORE,Other real estate,Direct,0,0,0,0,0
PA,ORE,Other real estate,Indirect,2.405719825617084,10.281932690870361,10.281932690870361,0.5249699320130593,1.2238132332223015
PA,ORE,Other real estate,Induced,2.0359321349145127,8.701477599953465,8.701477599953465,0.4442758225909033,1.0356986138283164
PA,532RL,Rental and leasing services and lessors of intangible assets,Direct,0,0,0,0,0
PA,532RL,Rental and leasing services and lessors of intangible assets,Indirect,0.24163047062070478,0.2937607166754315,0.2937607166754315,0.022193220589010354,0.11342372791158738
PA,532RL,Rental and leasing services and lessors of intangible assets,Induced,0.8447805407033792,1.0270366002805718,1.0270366002805718,0.077591211244891,0.39654832417287567
PA,5411,Legal services,Direct,0,0,0,0,0
PA,5411,Legal services,Indirect,0.2605925359287316,1.1427748903559767,1.1427748903559767,0.14251245507916663,0.2554828783615016
PA,5411,Legal services,Induced,0.8137100319271584,3.5683577398065918,3.5683577398065918,0.44500052144318086,0.79775493326192
PA,5415,Computer systems design and related services,Direct,0,0,0,0,0
PA,5415,Computer systems design and related services,Indirect,0.3052460427008801,1.1993509108783424,1.1993509108783424,0.1570061217838801,0.1729636862534273
PA,5415,Computer systems design and related services,Induced,0.33338482120916185,1.309911786086748,1.309911786086748,0.17147956244253656,0.18890815784885576
PA,5412OP,"Miscellaneous professional, scientific, and technical services",Direct,0,0,0,0,0
PA,5412OP,"Miscellaneous professional, scientific, and technical services",Indirect,1.230222670513813,7.976307061787883,7.976307061787883,0.7369387026299549,0.8311060421968758
PA,5412OP,"Miscellaneous professional, scientific, and technical services",Induced,1.7318239036298808,11.22850323228617,11.22850323228617,1.0374122435831168,1.1699746272165719
PA,55,Management of companies and enterprises,Direct,0,0,0,0,0
PA,55,Management of companies and enterprises,Indirect,0.8806128986820436,2.7491850561346256,2.7491850561346256,0.495054678964317,0.5649559737401502
PA,55,Management of companies and enterprises,Induced,1.5212991244647256,4.749343128119677,4.749343128119677,0.8552296369923,0.9759873259843408
PA,561,Administrative and support services,Direct,0,0,0,0,0
PA,561,Administrative and support services,Indirect,0.9629798104755215,10.5211300906604,10.5211300906604,0.46957147565732643,0.5806382980482085
PA,561,Administrative and support services,Induced,1.3819312332246687,15.098424829824697,15.098424829824697,0.6738619869110452,0.8332492442214398
PA,562,Waste management and remediation services,Direct,0,0,0,0,0
PA,562,Waste management and remediation services,Indirect,0.15696827000771826,0.46417366767249596,0.46417366767249596,0.04073734003040282,0.0678506177160651
PA,562,Waste management and remediation services,Induced,0.2839929344330293,0.8398005658237304,0.8398005658237304,0.07370353725413006,0.12275790532272246
PA,61,Educational services,Direct,0,0,0,0,0
PA,61,Educational services,Indirect,0.10063481553122827,0.7235564830904624,0.7235564830904624,0.05633864400714363,0.06633792853607147
PA,61,Educational services,Induced,1.6275898322992095,11.702244086757139,11.702244086757139,0.911177743681532,1.0728984537920354
PA,621,Ambulatory health care services,Direct,0,0,0,0,0
PA,621,Ambulatory health care services,Indirect,0.0028198496539397263,0.01973698464295537,0.01973698464295537,0.0017474662766175557,0.0019335653798420891
PA,621,Ambulatory health care services,Induced,5.692213760691256,39.84153389958852,39.84153389958852,3.527475861065527,3.903139817031044
PA,622,Hospitals,Direct,0,0,0,0,0
PA,622,Hospitals,Indirect,0.011566388272896674,0.061671372987627114,0.061671372987627114,0.005714205155601349,0.007022111010422451
PA,622,Hospitals,Induced,4.481279726650862,23.89394744181141,23.89394744181141,2.213910782999089,2.7206456299791073
PA,623,Nursing and residential care facilities,Direct,0,0,0,0,0
PA,623,Nursing and residential care facilities,Indirect,0.001656735882669881,0.016416570823637004,0.016416570823637004,8.991058520422959e-4,9.810515455969196e-4
PA,623,Nursing and residential care facilities,Induced,1.2217077565892611,12.105883696750151,12.105883696750151,0.6630173251663337,0.7234455989074893
PA,624,Social assistance,Direct,100,1592.4412332238307,1592.4412332238307,66.76888556496756,66.76888556496756
PA,624,Social assistance,Indirect,1.7228079518361028e-4,0.0027434704194297054,0.0027434704194297054,1.1502996698656089e-4,1.1502996698656089e-4
PA,624,Social assistance,Induced,1.3162311344942594,20.9602073102164,20.9602073102164,0.8788328599609464,0.8788328599609464
PA,711AS,"Performing arts, spectator sports, museums, and related activities",Direct,0,0,0,0,0
PA,711AS,"Performing arts, spectator sports, museums, and related activities",Indirect,0.2760082571328912,3.151128132824421,3.151128132824421,0.1075680275594357,0.1568895848584754
PA,711AS,"Performing arts, spectator sports, museums, and related activities",Induced,0.6502028808852043,7.42322933119487,7.42322933119487,0.25340198926226054,0.3695906097720442
PA,713,"Amusements, gambling, and recreation industries",Direct,0,0,0,0,0
PA,713,"Amusements, gambling, and recreation industries",Indirect,0.04855598102014605,0.42556676964690976,0.42556676964690976,0.016371801064510506,0.025314069373356066
PA,713,"Amusements, gambling, and recreation industries",Induced,0.8606566484572267,7.543187511897093,7.543187511897093,0.29019080939882297,0.4486928622994348
PA,721,Accommodation,Direct,0,0,0,0,0
PA,721,Accommodation,Indirect,0.11839665160543848,0.7627431507585112,0.7627431507585112,0.03548018088568133,0.07018332203835068
PA,721,Accommodation,Induced,0.8288985253022824,5.3399877806941705,5.3399877806941705,0.24839781543491365,0.49135555228600586
PA,722,Food services and drinking places,Direct,0,0,0,0,0
PA,722,Food services and drinking places,Indirect,0.6766483311137077,7.371375685550965,7.371375685550965,0.23470189843560965,0.33657845970897216
PA,722,Food services and drinking places,Induced,3.707214202799968,40.38622040295355,40.38622040295355,1.2858824463107896,1.8440427454183088
PA,81,"Other services, except government",Direct,0,0,0,0,0
PA,81,"Other services, except government",Indirect,0.36337322493154883,2.2838401684198786,2.2838401684198786,0.12909639132472497,0.14090911747903642
PA,81,"Other services, except government",Induced,3.341892000548928,21.004154036975258,21.004154036975258,1.187281197036747,1.2959211636914312
PA,GFGD,Federal general government (defense),Direct,0,0,0,0,0
PA,GFGD,Federal general government (defense),Indirect,0.013039477279451128,0.020804198675079585,0.020804198675079585,0.004952616436562915,0.0082735728433655
PA,GFGD,Federal general government (defense),Induced,0.026264181689279735,0.04190392315520511,0.04190392315520511,0.009975585304495955,0.016664672649116273
PA,GFGN,Federal general government (nondefense),Direct,0,0,0,0,0
PA,GFGN,Federal general government (nondefense),Indirect,0.020136835029717248,0.06702722646889506,0.06702722646889506,0.00880788376112402,0.013751340755039962
PA,GFGN,Federal general government (nondefense),Induced,0.029732644113708143,0.09896772097439975,0.09896772097439975,0.01300510596019353,0.02030426927332656
PA,GFE,Federal government enterprises,Direct,0,0,0,0,0
PA,GFE,Federal government enterprises,Indirect,0.10824144384410227,0.7892860908097857,0.7892860908097857,0.0682012307590288,0.0682012307590288
PA,GFE,Federal government enterprises,Induced,0.21060002079585494,1.535674887872229,1.535674887872229,0.1326957596467517,0.1326957596467517
PA,GSLG,State and local general government,Direct,0,0,0,0,0
PA,GSLG,State and local general government,Indirect,0.09943414537404234,0.6193252896793693,0.6193252896793693,0.05412209117814104,0.06223497266530653
PA,GSLG,State and local general government,Induced,1.7051601020555167,10.6205848120149,10.6205848120149,0.9281201157773392,1.067244978495079
PA,GSLE,State and local government enterprises,Direct,0,0,0,0,0
PA,GSLE,State and local government enterprises,Indirect,0.2589122480607589,0.32227189506724724,0.32227189506724724,0.07658176327944122,0.09066886357007391
PA,GSLE,State and local government enterprises,Induced,1.2395354894221273,1.5428681113820224,1.5428681113820224,0.3666331513413589,0.43407476866179673
